Unique Bet Rule 1,Team,Total?,Unnamed: 3,Bet,Book,Date,Market,Other    ,LineTaken   ,Edge  ,Ignore,TrueL,Decim,Betsize    ,Sport,Unnamed: 16,Opp,Total Stake,Rich Stake,Other Stake,Grade,CloseLine    ,CloseOther    ,Ignore.1,CloseEdge,Trueline,Net,ExpWinPlace,Date.1,RunExpWinPlace,RunNet,Bankroll,Kelly,Time,PIN M,PIN M$,PIN O,PIN O$,BM M,BM O,PM M,PM M$,PM O,PM O$,ST M,ST M$,ST O,ST O$,KAL M,KAL M$,KAL O,KAL O$,FD M,FD O,BOL M,BOL O,BOV M,BOV O,NV M,NV M$,NV O,NV O$,PX M,PX M$,PX O,PX O$,CZR M,CZR O,BM M$,BM O$,DK M,DK O,4C M,4C M$,4C O,4C O$
210,Bucks ,0,2025-02,Bucks +4 ,BRmb,2025-02-27,-123,111,-110,0.026809449436021943,0.014043044942678162,-116.38116591928254,1.9090909090909092,3763.3783550052294,NBA,spread,,,705.18,705.18,W,,,,,,641.07,18.905487553293952,2025-02-27,199418.53416699282,155868.47093333348,255227.40093333367,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Bucks ,0,2025-02,Bucks +4.5 ,BRmb,2025-02-27,-131,119,-118,0.023416398548085283,0.01267493132419295,-124.19480519480523,1.847457627118644,3534.995673845829,NBA,spread,,,754.96,754.96,W,,,,,,639.8,17.678444247862465,2025-02-27,199436.21261124068,156508.27093333346,255868.47093333368,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Bucks ,0,2025-02,Bucks +5 ,BRmb,2025-02-27,-147,132,-129,0.029542366205115144,0.016641769608994994,-138.07287449392717,1.7751937984496124,4887.720522086966,NBA,spread,,,822.71,822.71,W,,,,,,637.76,24.304800100610283,2025-02-27,199460.5174113413,157146.03093333347,256508.27093333367,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Magic ,0,2025-02,Magic 2q ml,BRmb,2025-02-27,113,-127,128,0.04030069747341766,0.01767574450588494,119.16740088105726,2.2800000000000002,4053.0255745592303,NBA,moneyline,,,150.4,150.4,W,,,,,,192.51,6.061224900002017,2025-02-27,199480.42608654383,157650.72093333348,257458.21093333367,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Oklahoma ,0,2025-03,"Oklahoma ml, Kansas -4, NJIT +9",BRmb,2025-03-01,974,-974,1461,0.45344506517690875,0.02904837060710498,974.0,15.61,3994.6241609766244,NCAAB,moneyline,,,25.0,25.0,L,,,,,,-25.0,11.336126629422719,2025-03-01,199644.6074201061,157388.58093333346,257413.58093333367,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Delaware ,1,2025-12,Delaware u126.5 L,BRrb,2025-12-06,-103,103,120,0.11625615763546812,0.05284370801612187,-103.00000000000001,2.2,18661.82090317466,NCAAB (M),total,Delaware State,541.0,324.59999999999997,216.4,L,,,,,,-324.59999999999997,37.73674876847295,2025-12-06,538774.0932582131,284931.2959333339,385255.8959333341,0.5,2025:12:06:14:04:08,,,,,-116.0,-114.0,,,,,,,,,,,,,-118.0,-112.0,,,,,,,,,,,,,-115.0,-115.0,1000.0,1000.0,-105.0,-125.0,,,,
214,Duke ,0,2025-12,Duke ml L,BRrb,2025-12-06,111,-145,148,0.10282239767673994,0.041460644224491916,124.87755102040819,2.48,13298.207089550066,NCAAB (M),moneyline,Michigan State,709.0,425.4,283.6,W,,,,,,629.59,43.74064797168517,2025-12-06,538081.245277478,283451.7559333339,382822.16593333404,0.5,2025:12:06:12:39:43,111.0,2500.0,-147.0,2500.0,109.0,-145.0,,,,,,,,,109.0,3600.0,-131.0,54.0,116.0,-148.0,,,,,,,,,111.0,376.0,-147.0,474.0,105.0,-135.0,1000.0,1000.0,124.0,-160.0,,,,
215,Miami ,0,2025-12,Miami ohio +7.5 L,BRrb,2025-12-06,-140,108,-124,-0.009716284492809927,-0.00537865748709121,-121.33333333333336,1.8064516129032258,-2307.3898550200793,NCAAB (M),moneyline,Bucknell,1206.0,723.6,482.40000000000003,L,,,,,,-723.6,-7.030703458997263,2025-12-06,538006.0898002381,282303.1159333339,383026.715933334,0.5,2025:12:06:12:30:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Miami ,0,2025-12,Miami Florida -8.5 L,BRrb,2025-12-06,-156,125,-116,0.0767482815429187,0.04121666971749338,-137.109375,1.8620689655172413,17080.082531991222,NCAAB (M),spread,Southern Miss,755.0,453.0,302.0,W,,,,,,390.52,34.76697153894217,2025-12-06,538356.3178748091,284091.8559333339,383701.3359333341,0.5,2025:12:06:13:03:18,-156.0,1500.0,125.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,105.0,,,-120.0,-110.0,,,,
216,Michigan ,0,2025-12,Michigan State ml L,BRrb,2025-12-06,-142,116,-127,-0.0008896868646629573,-0.0004977543251638572,-126.74380165289263,1.7874015748031495,-218.10125699684784,NCAAB (M),moneyline,Duke,1329.0,797.4,531.6,L,,,,,,-797.4,-0.7094363058822422,2025-12-06,538736.3565094447,285255.8959333339,386053.2959333341,0.5,2025:12:06:13:53:06,-214.0,2500.0,157.0,2500.0,-217.0,159.0,,,,,,,,,,,,,-205.0,158.0,,,,,,,,,,,,,-200.0,160.0,1000.0,1000.0,-195.0,150.0,,,,
217,Monmouth ,1,2025-12,Monmouth u135.5 L,BRrb,2025-12-06,-110,-120,118,0.06793522267206474,0.031162946179846218,104.13223140495865,2.1799999999999997,11053.686997463363,NCAAB (M),total,Georgia Tech,550.0,330.0,220.0,L,,,,,,-330.0,22.418623481781363,2025-12-06,538409.7200225599,283663.7559333339,383993.75593333406,0.5,2025:12:06:13:11:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,New ,0,2025-12,New Haven +4.5,BRrb,2025-12-06,100,-132,110,-0.017741935483871086,-0.008448540706605279,113.7931034482759,2.1,-3097.5149672043276,NCAAB (M),,,555.0,333.0,222.0,W,,,,,,366.3,-5.9080645161290715,2025-12-06,538350.409810293,284458.1559333339,384091.8559333341,0.5,2025:12:06:12:52:29,-155.0,3000.0,118.0,3000.0,,,,,,,,,,,-199.0,761.0,-107.0,753.0,-165.0,126.0,,,,,,,,,,,,,-185.0,123.0,,,-190.0,140.0,,,,
218,New ,0,2025-12,New Haven +5.5 L,BRrb,2025-12-06,-136,102,108,0.11884711779448641,0.057138037401195385,-116.40677966101697,2.08,21212.479316298537,NCAAB (M),spread,Boston College,601.0,360.59999999999997,240.4,W,,,,,,389.45,42.85627067669179,2025-12-06,538634.8300808923,285917.9859333339,385528.5359333341,0.5,2025:12:06:13:31:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,New ,0,2025-12,New Haven +5.5 L,BRrb,2025-12-06,-136,102,120,0.18339598997493747,0.08336181362497158,-116.40677966101697,2.2,29504.882575106243,NCAAB (M),spread,Boston College,541.0,324.59999999999997,216.4,W,,,,,,389.52,59.5303383458647,2025-12-06,538694.3604192382,286503.2959333339,386113.7759333341,0.5,2025:12:06:13:36:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Old ,0,2025-12,Old Dominion +8.5 L,BRrb,2025-12-06,-106,106,116,0.11145631067961152,0.05160014383315348,-105.99999999999999,2.16,18492.681943901363,NCAAB (M),spread,Richmond,560.0,336.0,224.0,L,,,,,,-336.0,37.44932038834947,2025-12-06,538811.5425786015,284595.2959333339,384931.2959333341,0.5,2025:12:06:14:08:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Providence ,0,2025-12,Providence -12.5 L,BRrb,2025-12-06,-106,106,116,0.11145631067961152,0.05160014383315348,-105.99999999999999,2.16,18382.458378451072,NCAAB (M),spread,Rhode Island,560.0,336.0,224.0,W,,,,,,389.76,37.44932038834947,2025-12-06,538013.1205036972,283026.71593333385,382636.955933334,0.5,2025:12:06:12:29:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Purdue ,0,2025-12,Purdue ml L,BRrb,2025-12-06,112,-142,133,0.03833971714790803,0.01645481422656997,124.39669421487604,2.33,5528.9152037236245,Basketball,moneyline,Iowa State,875.0,525.0,350.0,L,,,,,,-525.0,20.128351502651714,2025-12-06,538253.795307384,283069.7559333339,383594.75593333406,0.5,2025:12:06:12:50:20,-134.0,2500.0,101.0,2500.0,-116.0,-114.0,,,,,,,,,101.0,52.0,-103.0,818.0,-102.0,-125.0,,,,,,,,,,,,,-120.0,-110.0,1000.0,1000.0,-130.0,100.0,,,,
222,Southern ,0,2025-12,Southern Miss +16.5 L,BRrb,2025-12-06,-106,106,117,0.11660194174757256,0.05373361370855878,-105.99999999999999,2.17,19256.426786819902,NCAAB (M),spread,Miami Florida,650.0,390.0,260.0,L,,,,,,-390.0,45.4747572815533,2025-12-06,538737.0659457506,286053.2959333339,386443.2959333341,0.5,2025:12:06:13:52:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,UMBC ,0,2025-12,UMBC +4.5 L,BRrb,2025-12-06,-150,150,-122,0.09180327868852488,0.0504504504504506,-150.00000000000006,1.819672131147541,21370.609452266774,NCAAB (M),spread,Bucknell,792.0,475.2,316.8,W,,,,,,389.51,43.62491803278702,2025-12-06,537935.2867475111,282007.53593333386,381618.025933334,0.5,2025:12:06:12:24:37,-143.0,5000.0,113.0,5000.0,,,,,,,,,,,-168.0,766.0,-116.0,732.0,-140.0,108.0,,,,,,,,,,,,,-137.0,-101.0,,,-210.0,155.0,,,,
223,UMBC ,0,2025-12,UMBC ml L,BRrb,2025-12-06,157,-157,188,0.1206225680933851,0.041882836143536495,157.00000000000003,2.88,12254.981387049162,NCAAB (M),moneyline,Bucknell,558.0,334.8,223.20000000000002,W,,,,,,629.42,40.38443579766533,2025-12-06,537975.6711833088,282636.95593333384,382007.53593333403,0.5,2025:12:06:12:25:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,UMBC ,1,2025-12,UMBC o135.5 L,BRrb,2025-12-06,-105,105,108,0.0653658536585367,0.031425891181988796,-105.0,2.08,11569.245152454121,NCAAB (M),total,Bucknell,801.0,480.59999999999997,320.40000000000003,W,,,,,,519.05,31.414829268292735,2025-12-06,538037.5046295064,282822.16593333386,382303.11593333405,0.5,2025:12:06:12:36:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,UMBC ,1,2025-12,UMBC Retrievers u127.5 L,BRrb,2025-12-06,-175,125,-120,0.0794392523364486,0.0433305012744265,-143.18181818181816,1.8333333333333335,18324.641077196295,NCAAB (M),total,Bucknell Bison,774.0,464.4,309.6,L,,,,,,-464.4,36.89158878504672,2025-12-06,538387.3013990781,283993.7559333339,384458.1559333341,0.5,2025:12:06:13:07:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,UNC ,0,2025-12,UNC Asheville +13.5 L,BRrb,2025-12-06,-280,200,-161,0.11617961511047717,0.07166635261604148,-221.05263157894734,1.62111801242236,36238.54026474859,NCAAB (M),spread,NC State,1048.0,628.8,419.20000000000005,W,,,,,,390.56,73.05374198146804,2025-12-06,539542.755618998,287866.6259333338,387476.065933334,0.5,2025:12:06:14:45:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,UNC ,0,2025-12,UNC Asheville +15.5 L,BRrb,2025-12-06,-250,240,-175,0.11309523809523817,0.07196969696969702,-242.85714285714292,1.5714285714285714,38382.6348579862,NCAAB (M),spread,NC State,1140.0,684.0,456.0,W,,,,,,390.86,77.3571428571429,2025-12-06,539620.1127618551,288257.4859333338,387866.625933334,0.5,2025:12:06:14:46:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,UNC ,0,2025-12,UNC Asheville +15.5 L,BRrb,2025-12-06,-300,210,-172,0.10578772512677048,0.06689517912428133,-232.5,1.5813953488372094,35322.67353228077,NCAAB (M),spread,NC State,1120.0,672.0,448.0,W,,,,,,390.7,71.08935128518976,2025-12-06,539691.2021131403,288648.1859333338,388257.485933334,0.5,2025:12:06:14:48:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,UNC ,0,2025-12,UNC Asheville +15.5 L,BRrb,2025-12-06,-310,220,-164,0.13900003479350076,0.08634850646262926,-241.95121951219517,1.6097560975609757,44298.13132107478,NCAAB (M),spread,NC State,1065.0,639.0,426.0,W,,,,,,389.63,88.82102223304699,2025-12-06,539780.0231353733,289037.8159333338,388648.185933334,0.5,2025:12:06:14:49:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Philadelphia ,0,2025-12,Philadelphia 76ers ml L,BRlz,2025-12-07,101,-120,130,0.09713790112749372,0.042233870055432055,109.6363636363636,2.3,15369.276624369035,NBA,moneyline,Los Angeles Lakers,,2307.0,0.0,L,,,,,,-2307.0,224.097137901128,2025-12-07,547213.1946636433,309068.15593333356,411375.15593333374,0.5,2025:12:07:21:00:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Utah ,0,2025-12,Utah Jazz ml L,BRlz,2025-12-08,1953,-11372,15000,6.072254187529671,0.04021360389092497,2035.1042538354252,151.0,8234.22272468053,Basketball,moneyline,Oklahoma City Thunder,,20.0,0.0,L,,,,,,-20.0,121.44508375059343,2025-12-08,547836.051085016,306792.15593333356,406812.15593333374,0.5,2025:12:07:22:05:57,,,,,1953.0,-11372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,
228,New ,1,2025-12,New York Knicks u241 L,BRlz,2025-12-09,100,-105,110,0.03734939759036146,0.017785427423981648,102.43902439024392,2.1,7087.588671376425,NBA,total,Toronto Raptors,,934.0,0.0,W,,,,,,1027.4,34.884337349397605,2025-12-09,549830.1590491979,318509.2359333336,417481.8359333337,0.5,2025:12:09:21:19:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,New ,0,2025-12,New York Knicks -12.5 L,BRlz,2025-12-10,-116,100,106,0.06678571428571414,0.03242024965325929,-107.40740740740738,2.06,13193.643424786596,NBA,spread,Toronto Raptors,,3112.0,0.0,W,,,,,,3298.72,207.83714285714242,2025-12-10,550451.2103529817,322108.70593333355,418809.98593333375,0.5,2025:12:09:22:24:32,-119.0,10000.0,100.0,10000.0,-116.0,-103.0,,,,,-115.0,530.0,-113.0,525.0,-183.0,1.0,-103.0,637.0,-130.0,-102.0,-125.0,-105.0,-125.0,-105.0,-128.0,1600.0,-107.0,207.0,,,,,,,,,100.0,-130.0,,,,
230,Denver ,1,2025-12,Denver Nuggets u253.5 L,BRlz,2025-12-11,103,128,120,0.16380510440835278,0.07445686564016035,-112.31527093596061,2.2,28694.034028319198,Basketball,total,Sacramento Kings,,130.0,0.0,W,,,,,,156.0,21.29466357308586,2025-12-11,551496.0259957795,320568.3059333336,420412.30593333376,0.5,2025:12:11:23:45:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,North ,1,2025-12,North Dakota State u149.5 L,BRlz,2025-12-11,-142,107,104,0.11885211031085584,0.05826083838767443,-121.4628099173554,2.04,23938.740988388436,Basketball,total,Cal State Bakersfield,,230.0,0.0,W,,,,,,239.2,27.335985371496843,2025-12-11,551400.6496145561,319184.90593333356,418945.7059333337,0.5,2025:12:11:23:10:59,,,,,-142.0,107.0,,,,,,,,,,,,,-150.0,110.0,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,
232,Butler ,0,2025-12,Butler ml L,BRlz,2025-12-13,-103,-123,133,0.1163955525887604,0.04995517278487571,108.70738821890374,2.33,18380.873494278767,Basketball,moneyline,Providence,,882.0,0.0,W,,,,,,1173.06,102.66087738328667,2025-12-13,553749.56286,321233.12593333365,420060.0659333338,0.5,2025:12:13:15:55:35,-103.0,1500.0,-128.0,1500.0,-107.0,-123.0,,,,,,,,,,,,,-111.0,-115.0,,,,,,,,,,,,,105.0,-135.0,1000.0,1000.0,-105.0,-125.0,,,,
233,Cal ,1,2025-12,Cal Riverside u157.5 L,BRlz,2025-12-13,-115,-102,125,0.1573848538529674,0.06994882393465218,-105.92795257637941,2.25,28567.80529248161,Basketball,total,BYU,,112.0,0.0,W,,,,,,140.0,17.62710363153235,2025-12-13,559011.2920046825,353928.98593333364,453788.9859333338,0.5,2025:12:13:22:51:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Central ,0,2025-12,Central Arkansas +25.5 L,BRlz,2025-12-13,-118,-112,130,0.16395856934779066,0.07128633449903943,-102.45740498034074,2.3,27677.0619870691,Basketball,spread,Vanderbilt,,1769.0,0.0,W,,,,,,2299.7,290.04270917624166,2025-12-13,557692.6495561858,341193.26593333366,438893.5659333338,0.5,2025:12:13:20:11:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Central ,0,2025-12,Central Arkansas +15.5 L,BRlz,2025-12-13,-115,-112,120,0.10680973999174609,0.04854988181443004,-101.24584717607979,2.2,19656.786838551918,Basketball,spread,Vanderbilt,,684.0,0.0,W,,,,,,820.8,73.05786215435432,2025-12-13,557823.0698076166,342506.06593333365,441685.26593333384,0.5,2025:12:13:20:23:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Central ,1,2025-12,Central Arkansas u153.5 L,BRlz,2025-12-13,-110,-122,128,0.1126618705035971,0.0494131010980689,104.91400491400493,2.2800000000000002,19474.04730360838,Basketball,total,Vanderbilt,,384.0,0.0,L,,,,,,-384.0,43.26215827338129,2025-12-13,557866.33196589,342122.06593333365,442506.0659333338,0.5,2025:12:13:20:23:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Chattanooga ,1,2025-12,Chattanooga o164.5 L,BRlz,2025-12-13,-123,-108,116,0.11261657405170375,0.05213730280171469,-106.2282012954659,2.16,21368.004965138833,Basketball,total,Auburn,,606.0,0.0,W,,,,,,702.96,68.24564387533248,2025-12-13,557074.1525293264,340902.56593333365,440199.6059333338,0.5,2025:12:13:18:19:13,,,,,-116.0,-114.0,,,,,,,,,,,,,-120.0,-110.0,,,,,,,,,,,,,-140.0,100.0,1000.0,1000.0,-120.0,-110.0,,,,
237,Dayton ,0,2025-12,Dayton -36.5 L,BRlz,2025-12-13,-114,-110,116,0.08909856781802854,0.04124933695279098,-101.69923534409511,2.16,16892.342101614227,Basketball,spread,North Florida,,606.0,0.0,L,,,,,,-606.0,53.99373209772529,2025-12-13,557201.0629280907,339246.56593333365,439852.5659333338,0.5,2025:12:13:19:29:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Delaware ,0,2025-12,Delaware ml L,BRlz,2025-12-13,-152,115,112,0.19698686938493434,0.09291833461553506,-129.68253968253964,2.12,37015.45490325965,Basketball,moneyline,Cal State Northridge,,157.0,0.0,L,,,,,,-157.0,30.92693849343469,2025-12-13,551966.3309433748,320757.4459333336,420914.4459333338,0.5,2025:12:13:13:12:10,,,,,-152.0,115.0,,,,,,,,,,,,,-154.0,120.0,,,,,,,,,,,,,115.0,-145.0,1000.0,1000.0,124.0,-160.0,,,,
239,Drake ,0,2025-12,Drake +3.5 L,BRlz,2025-12-13,-115,-115,120,0.10000000000000003,0.04545454545454547,100.0,2.2,17502.12983055558,Basketball,spread,North Dakota State,,205.0,0.0,L,,,,,,-205.0,20.500000000000007,2025-12-13,552793.6261207154,319846.11593333364,420051.1159333338,0.5,2025:12:13:14:23:50,,,,,-115.0,-115.0,,,,,,,,,,,,,-114.0,-114.0,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,
239,Drake ,0,2025-12,Drake ml L,BRlz,2025-12-13,350,-520,750,0.7804054054054056,0.09181240063593007,377.41935483870964,8.5,21826.19451139643,Basketball,moneyline,North Dakota State,,156.0,0.0,L,,,,,,-156.0,121.74324324324327,2025-12-13,553597.5039243642,319360.4659333337,419516.46593333385,0.5,2025:12:13:15:48:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Florida ,0,2025-12,Florida State ml L,BRlz,2025-12-13,230,-299,310,0.18055856245940685,0.04403867377058704,247.29323308270673,4.1,12212.103007507578,Basketball,moneyline,Massachusetts,,264.0,0.0,L,,,,,,-264.0,47.66746048928341,2025-12-13,552494.3451504135,319073.8459333336,419337.8459333338,0.5,2025:12:13:13:40:25,,,,,136.0,-183.0,,,,,,,,,,,,,230.0,-310.0,,,,,,,,,,,,,240.0,-320.0,1000.0,1000.0,210.0,-280.0,,,,
241,George ,0,2025-12,George Mason -13.5 L,BRlz,2025-12-13,-114,-116,118,0.0855913282640347,0.03926207718533703,100.81221572449644,2.1799999999999997,15246.394761788473,Basketball,spread,Old Dominion,,208.0,0.0,L,,,,,,-208.0,17.802996278919217,2025-12-13,552734.6568103818,320179.11593333364,420387.1159333338,0.5,2025:12:13:14:03:15,,,,,-114.0,-116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-120.0,-110.0,1000.0,1000.0,-125.0,-105.0,,,,
242,Georgia ,0,2025-12,Georgia State ml L,BRlz,2025-12-13,290,-400,440,0.31067961165048585,0.05753326141675663,311.99999999999994,5.4,14805.312124742608,Basketball,moneyline,Jacksonville State,,159.0,0.0,W,,,,,,699.6,49.39805825242725,2025-12-13,553646.9019826166,320060.06593333365,419360.46593333385,0.5,2025:12:13:15:49:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Georgia ,0,2025-12,Georgia -9.5 L,BRlz,2025-12-13,118,-118,118,0.0,0.0,117.99999999999996,2.1799999999999997,0.0,Basketball,spread,Cincinnati,,596.0,0.0,W,,,,,,703.28,0.0,2025-12-13,554442.61906376,328972.62593333365,428269.3459333338,0.5,2025:12:13:16:05:17,-114.0,1500.0,-116.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-115.0,-115.0,,,-115.0,-115.0,,,,
243,Grand ,0,2025-12,Grand Canyon -31.5 L,BRlz,2025-12-13,-113,-118,120,0.0889487220704068,0.04043123730473036,102.02971502801006,2.2,16385.91365162424,Basketball,spread,Coastal Carolina,,205.0,0.0,L,,,,,,-205.0,18.234488024433393,2025-12-13,557884.5664539144,341917.06593333365,442122.0659333338,0.5,2025:12:13:20:42:07,,,,,-113.0,-118.0,,,,,,,,,,,,,-113.0,-115.0,,,,,,,,,,,,,,,1000.0,1000.0,-115.0,-115.0,,,,
243,Grand ,0,2025-12,Grand Canyon -32.5 L,BRlz,2025-12-13,-118,-112,116,0.09310891730053408,0.043105980231728735,-102.45740498034074,2.16,17717.74667901608,Basketball,spread,Coastal Carolina,,212.0,0.0,L,,,,,,-212.0,19.739090467713226,2025-12-13,557957.413017152,341262.06593333365,441474.0659333338,0.5,2025:12:13:20:43:52,,,,,-118.0,-112.0,,,,,,,,,,,,,-118.0,-110.0,,,,,,,,,,,,,-120.0,-110.0,1000.0,1000.0,,,,,,
244,Indiana ,0,2025-12,Indiana +7.5 L,BRlz,2025-12-13,104,-138,138,0.09031413612565446,0.03794711601918255,118.28571428571428,2.38,14478.640573734747,Basketball,spread,Kentucky,,170.0,0.0,L,,,,,,-170.0,15.353403141361259,2025-12-13,558161.4631647178,342297.2559333336,442467.25593333377,0.5,2025:12:13:21:52:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Jacksonville ,0,2025-12,Jacksonville State ml L,BRlz,2025-12-13,136,-160,205,0.24372647427854427,0.0799103194355883,145.23076923076928,3.05,24946.747274091875,Basketball,moneyline,Georgia State,,299.0,0.0,L,,,,,,-299.0,72.87421580928473,2025-12-13,553209.8767005671,319358.58593333367,419657.58593333384,0.5,2025:12:13:15:18:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Kansas ,0,2025-12,Kansas State -5.5 L,BRlz,2025-12-13,-119,-112,155,0.29293753517163745,0.11487746477319116,-102.85388127853882,2.55,41655.30133481526,Basketball,spread,Creighton,,1483.0,0.0,W,,,,,,2298.65,434.42636465953836,2025-12-13,556565.4697221909,343114.24593333364,440815.5959333338,0.5,2025:12:13:17:06:18,,,,,-119.0,-112.0,,,,,,,,,,,,,-104.0,-128.0,,,,,,,,,,,,,-130.0,100.0,1000.0,1000.0,110.0,-140.0,,,,
247,Longwood ,0,2025-12,Longwood ml L,BRlz,2025-12-13,-115,-111,100,0.008310824849366405,0.0041554124246832025,-101.67609469935054,2.0,1742.607878384954,Basketball,moneyline,Delaware State,,900.0,0.0,L,,,,,,-900.0,7.4797423644297645,2025-12-13,553217.3564429315,318458.58593333367,419358.58593333384,0.5,2025:12:13:15:24:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Marquette ,0,2025-12,Marquette +20.5 L,BRlz,2025-12-13,-102,-102,116,0.08000000000000013,0.03703703703703709,100.0,2.16,14479.332618390843,Basketball,spread,Purdue,,212.0,0.0,W,,,,,,245.92,16.960000000000026,2025-12-13,552850.2073971635,320146.56593333365,419900.64593333384,0.5,2025:12:13:14:35:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Mercer ,0,2025-12,Mercer +5.5 L,BRlz,2025-12-13,-132,100,118,0.16032258064516103,0.0735424681858537,-113.79310344827584,2.1799999999999997,30078.458745061045,Basketball,spread,Clemson,,1949.0,0.0,L,,,,,,-1949.0,312.4687096774189,2025-12-13,556131.0433575313,340815.5959333336,442764.5959333338,0.5,2025:12:13:16:42:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Michigan ,0,2025-12,Michigan State ml L,BRlz,2025-12-13,-506,388,-294,0.07605523934815193,0.05675187910750423,-407.47194719471923,1.3401360544217686,46907.947938918944,Basketball,moneyline,Penn State,,2415.0,0.0,W,,,,,,821.43,183.6734030257869,2025-12-13,552716.8538141028,320387.11593333364,419565.6859333338,0.5,2025:12:13:13:48:41,-529.0,500.0,388.0,500.0,-506.0,326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000.0,1000.0,-950.0,575.0,,,,
251,Michigan ,1,2025-12,Michigan State u151.5 L,BRlz,2025-12-13,-129,-103,135,0.2363774259653633,0.10058613870866523,-111.02302115572134,2.35,36903.545423509364,Basketball,total,Penn State,,364.0,0.0,W,,,,,,491.4,86.04138305139224,2025-12-13,552128.3915474681,322018.8459333336,421527.4459333338,0.5,2025:12:13:13:24:46,,,,,-129.0,-103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,-150.0,1000.0,1000.0,-120.0,-110.0,,,,
251,Michigan ,1,2025-12,Michigan State u152.5 L,BRlz,2025-12-13,-111,111,106,0.08369668246445494,0.040629457507016964,-111.0,2.06,16544.854062377428,Basketball,total,Penn State,,464.0,0.0,W,,,,,,491.84,38.83526066350709,2025-12-13,552533.180411077,319565.68593333365,419073.8459333338,0.5,2025:12:13:13:42:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
